iter	Passed	Remaining
703	408	995
704	409	994
705	410	993
706	410	993
707	411	992
708	411	992
709	412	991
710	413	991
711	413	990
712	414	989
713	414	989
714	415	988
715	415	987
716	416	987
717	416	986
718	417	986
719	418	985
720	418	984
721	419	983
722	419	983
723	420	982
724	420	981
725	421	981
726	421	980
727	422	979
728	422	979
729	423	978
730	424	978
731	424	977
732	425	976
733	425	975
734	426	975
735	426	974
736	427	974
737	428	973
738	428	973
739	429	972
740	429	971
741	430	971
742	430	970
743	431	970
744	431	969
745	432	968
746	433	968
747	433	968
748	434	967
749	434	966
750	435	966
751	436	965
752	436	965
753	437	964
754	437	964
755	438	963
756	439	963
757	439	962
758	440	961
759	441	961
760	441	960
761	442	960
762	442	960
763	443	959
764	444	959
765	444	958
766	445	957
767	445	957
768	446	956
769	446	955
770	447	955
771	448	954
772	448	954
773	449	953
774	449	952
775	450	952
776	450	951
777	451	951
778	452	950
779	452	949
780	453	949
781	453	948
782	454	948
783	455	947
784	455	947
785	456	946
786	456	946
787	457	945
788	457	944
789	458	944
790	459	943
791	459	943
792	460	943
793	461	942
794	461	941
795	462	941
796	462	940
797	463	940
798	464	939
799	464	938
800	465	938
801	465	937
802	466	937
803	466	936
804	467	936
805	468	935
806	468	934
807	469	934
808	469	933
809	470	932
810	470	931
811	471	931
812	471	930
813	472	930
814	472	929
815	473	928
816	474	928
817	474	927
818	475	927
819	475	926
820	476	926
821	477	925
822	477	925
823	478	924
824	478	923
825	479	923
826	479	922
827	480	921
828	481	921
829	481	920
830	482	920
831	482	919
832	483	919
833	484	918
834	484	918
835	485	917
836	485	916
837	486	916
838	487	915
839	487	915
840	488	914
841	488	914
842	489	913
843	489	913
844	490	912
845	491	911
846	491	911
847	492	911
848	493	910
849	493	909
850	494	909
851	494	908
852	495	907
853	495	907
854	496	906
855	496	906
856	497	905
857	497	904
858	498	903
859	499	903
860	499	902
861	500	902
862	500	901
863	501	901
864	502	900
865	502	900
866	503	899
867	503	899
868	504	898
869	505	898
870	505	897
871	506	896
872	506	895
873	507	895
874	507	894
875	508	894
876	508	893
877	509	892
878	509	892
879	510	891
880	511	891
881	511	890
882	512	890
883	512	889
884	513	888
885	514	888
886	514	887
887	515	887
888	515	886
889	516	886
890	517	885
891	517	885
892	518	884
893	518	883
894	519	883
895	520	882
896	520	882
897	520	881
898	521	880
899	521	879
900	522	879
901	523	878
902	523	878
903	524	877
904	525	877
905	525	876
906	526	875
907	526	875
908	527	875
909	528	874
910	528	873
911	529	873
912	529	872
913	530	872
914	531	871
915	531	871
916	532	870
917	532	870
918	533	869
919	533	868
920	534	868
921	535	867
922	535	867
923	536	866
924	537	866
925	537	865
926	538	865
927	539	865
928	539	864
929	540	864
930	541	863
931	541	863
932	542	863
933	543	862
934	544	862
935	544	862
936	545	861
937	546	861
938	546	860
939	547	860
940	548	859
941	548	859
942	549	858
943	549	857
944	550	857
945	551	857
946	551	856
947	552	855
948	552	855
949	553	854
950	554	854
951	554	853
952	555	853
953	556	852
954	556	852
955	557	851
956	557	851
957	558	850
958	559	850
959	559	849
960	560	848
961	560	848
962	561	847
963	562	847
964	562	846
965	563	846
966	564	845
967	564	845
968	565	844
969	565	844
970	566	843
971	566	842
972	567	842
973	568	841
974	568	840
975	569	840
976	569	839
977	570	839
978	570	838
979	571	838
980	572	837
981	572	836
982	573	836
983	574	836
984	574	835
985	575	834
986	575	834
987	576	833
988	576	832
989	577	832
990	578	831
991	578	831
992	579	830
993	579	830
994	580	829
995	581	829
996	581	828
997	582	827
998	582	827
999	583	826
1000	584	826
1001	584	825
1002	585	824
1003	585	824
1004	586	823
1005	586	822
1006	587	822
1007	587	821
1008	588	821
1009	588	820
1010	589	820
1011	590	819
1012	590	818
1013	591	818
1014	591	817
1015	592	817
1016	593	816
1017	593	816
1018	594	815
1019	595	815
1020	595	814
1021	596	813
1022	596	812
1023	597	812
1024	597	811
1025	598	811
1026	599	810
1027	599	810
1028	600	809
1029	600	809
1030	601	808
1031	601	807
1032	602	806
1033	602	806
1034	603	805
1035	603	805
1036	604	804
1037	605	804
1038	605	803
1039	606	802
1040	607	802
1041	607	801
1042	608	801
1043	608	800
1044	609	800
1045	609	799
1046	610	798
1047	611	798
1048	611	797
1049	612	796
1050	612	796
1051	613	795
1052	613	795
1053	614	794
1054	614	793
1055	615	793
1056	616	792
1057	616	791
1058	617	791
1059	617	790
1060	618	790
1061	618	789
1062	619	788
1063	620	788
1064	620	787
1065	621	787
1066	621	786
1067	622	785
1068	622	785
1069	623	784
1070	623	784
1071	624	783
1072	625	782
1073	625	782
1074	626	781
1075	626	781
1076	627	780
1077	628	780
1078	628	779
1079	629	778
1080	629	778
1081	630	777
1082	631	777
1083	631	776
1084	632	776
1085	632	775
1086	633	774
1087	633	774
1088	634	773
1089	635	773
1090	635	772
1091	636	772
1092	637	771
1093	637	771
1094	638	770
1095	638	769
1096	639	769
1097	639	768
1098	640	768
1099	641	767
1100	641	767
1101	642	766
1102	643	766
1103	643	765
1104	644	765
1105	644	764
1106	645	763
1107	646	763
1108	646	762
1109	647	762
1110	648	761
1111	648	761
1112	649	760
1113	649	759
1114	650	759
1115	650	758
1116	651	757
1117	651	757
1118	652	756
1119	653	756
1120	653	755
1121	654	755
1122	654	754
1123	655	754
1124	656	753
1125	656	752
1126	657	752
1127	657	751
1128	658	751
1129	659	750
1130	659	750
1131	660	749
1132	660	748
1133	661	748
1134	662	747
1135	662	747
1136	663	746
1137	664	746
1138	664	745
1139	665	745
1140	665	744
1141	666	744
1142	666	743
1143	667	742
1144	668	742
1145	668	741
1146	669	740
1147	669	740
1148	670	739
1149	670	738
1150	671	738
1151	671	737
1152	672	737
1153	672	736
1154	673	735
1155	673	735
1156	674	734
1157	675	733
1158	675	733
1159	676	732
1160	676	732
1161	677	731
1162	678	731
1163	678	730
1164	679	729
1165	679	729
1166	680	728
1167	680	727
1168	681	727
1169	682	726
1170	682	726
1171	683	725
1172	683	725
1173	684	724
1174	684	724
1175	685	723
1176	686	722
1177	686	722
1178	687	721
1179	688	721
1180	688	720
1181	689	720
1182	689	719
1183	690	719
1184	691	718
1185	691	717
1186	692	717
1187	692	716
1188	693	716
1189	694	715
1190	695	715
1191	696	716
1192	697	715
1193	698	715
1194	698	714
1195	699	713
1196	700	713
1197	700	713
1198	701	712
1199	702	711
1200	702	711
1201	703	710
1202	703	710
1203	704	709
1204	705	709
1205	705	708
1206	706	708
1207	707	707
1208	707	707
1209	708	706
1210	709	706
1211	709	705
1212	710	705
1213	711	704
1214	711	704
1215	712	703
1216	712	702
1217	713	702
1218	713	701
1219	714	700
1220	714	700
1221	715	699
1222	716	699
1223	716	698
1224	717	697
1225	717	697
1226	718	697
1227	719	696
1228	719	695
1229	720	695
1230	720	694
1231	721	693
1232	721	693
1233	722	692
1234	723	692
1235	723	691
1236	724	691
1237	725	690
1238	725	689
1239	726	689
1240	726	688
1241	727	688
1242	727	687
1243	728	686
1244	728	686
1245	729	685
1246	730	685
1247	730	684
1248	731	684
1249	732	683
1250	732	682
1251	733	682
1252	733	681
1253	734	681
1254	734	680
1255	735	679
1256	736	679
1257	736	678
1258	737	678
1259	738	677
1260	738	677
1261	739	676
1262	740	676
1263	740	675
1264	741	674
1265	741	674
1266	742	673
1267	742	673
1268	743	672
1269	743	671
1270	744	671
1271	745	670
1272	745	670
1273	746	669
1274	746	668
1275	747	668
1276	748	667
1277	748	667
1278	749	666
1279	749	665
1280	750	665
1281	750	664
1282	751	664
1283	751	663
1284	752	662
1285	753	662
1286	753	661
1287	754	661
1288	754	660
1289	755	659
1290	755	659
1291	756	658
1292	757	658
1293	757	657
1294	758	657
1295	759	656
1296	759	656
1297	760	655
1298	760	654
1299	761	654
1300	761	653
1301	762	653
1302	763	652
1303	763	651
1304	764	651
1305	764	650
1306	765	650
1307	766	649
1308	766	648
1309	767	648
1310	767	647
1311	768	647
1312	769	646
1313	769	646
1314	770	645
1315	770	645
1316	771	644
1317	772	643
1318	772	643
1319	773	642
1320	773	641
1321	774	641
1322	774	640
1323	775	640
1324	776	639
1325	776	638
1326	777	638
1327	777	637
1328	778	637
1329	778	636
1330	779	635
1331	779	635
1332	780	634
1333	781	634
1334	781	633
1335	782	632
1336	782	632
1337	783	631
1338	783	630
1339	784	630
1340	785	629
1341	785	629
1342	786	628
1343	786	628
1344	787	627
1345	788	627
1346	788	626
1347	789	625
1348	789	625
1349	790	624
1350	790	624
1351	791	623
1352	792	622
1353	792	622
1354	793	621
1355	794	621
1356	794	620
1357	795	620
1358	795	619
1359	796	618
1360	797	618
1361	797	617
1362	798	617
1363	798	616
1364	799	616
1365	800	615
1366	800	614
1367	801	614
1368	801	613
1369	802	613
1370	802	612
1371	803	611
1372	803	611
1373	804	610
1374	805	610
1375	805	609
1376	806	609
1377	807	608
1378	807	607
1379	808	607
1380	808	606
1381	809	606
1382	810	605
1383	810	605
1384	811	604
1385	811	603
1386	812	603
1387	813	602
1388	813	602
1389	814	601
1390	814	601
1391	815	600
1392	816	599
1393	816	599
1394	817	598
1395	817	598
1396	818	597
1397	819	596
1398	819	596
1399	820	595
1400	820	595
1401	821	594
1402	822	594
1403	822	593
1404	823	592
1405	823	592
1406	824	591
1407	824	591
1408	825	590
1409	826	590
1410	826	589
1411	827	588
1412	827	588
1413	828	587
1414	828	586
1415	829	586
1416	830	585
1417	830	585
1418	831	584
1419	831	583
1420	832	583
1421	832	582
1422	833	582
1423	834	581
1424	834	581
1425	835	580
1426	835	579
1427	836	579
1428	837	578
1429	837	578
1430	838	577
1431	838	576
1432	839	576
1433	839	575
1434	840	574
1435	840	574
1436	841	573
1437	842	573
1438	842	572
1439	843	572
1440	843	571
1441	844	570
1442	845	570
1443	845	569
1444	846	569
1445	846	568
1446	847	568
1447	848	567
1448	848	567
1449	849	566
1450	849	565
1451	850	565
1452	851	564
1453	851	563
1454	852	563
1455	852	562
1456	853	562
1457	853	561
1458	854	561
1459	855	560
1460	855	559
1461	856	559
1462	856	558
1463	857	558
1464	857	557
1465	858	556
1466	859	556
1467	859	555
1468	860	555
1469	860	554
1470	861	553
1471	861	553
1472	862	552
1473	862	552
1474	863	551
1475	864	550
1476	864	550
1477	865	549
1478	865	549
1479	866	548
1480	866	547
1481	867	547
1482	868	546
1483	868	546
1484	869	545
1485	869	544
1486	870	544
1487	871	543
1488	871	543
1489	872	542
1490	872	542
1491	873	541
1492	874	540
1493	874	540
1494	875	539
1495	875	539
1496	876	538
1497	876	538
1498	877	537
1499	878	536
1500	878	536
1501	879	535
1502	879	535
1503	880	534
1504	880	533
1505	881	533
1506	882	532
1507	882	532
1508	883	531
1509	883	530
1510	884	530
1511	885	529
1512	885	529
1513	886	528
1514	886	528
1515	887	527
1516	888	526
1517	888	526
1518	889	525
1519	889	525
1520	890	524
1521	890	523
1522	891	523
1523	892	522
1524	892	522
1525	893	521
1526	893	521
1527	894	520
1528	895	519
1529	895	519
1530	896	518
1531	896	518
1532	897	517
1533	897	516
1534	898	516
1535	899	515
1536	899	515
1537	900	514
1538	900	513
1539	901	513
1540	902	512
1541	902	512
1542	903	511
1543	904	511
1544	904	510
1545	905	509
1546	905	509
1547	906	508
1548	906	508
1549	907	507
1550	907	506
1551	908	506
1552	909	505
1553	909	505
1554	910	504
1555	910	504
1556	911	503
1557	912	502
1558	912	502
1559	913	501
1560	913	501
1561	914	500
1562	915	500
1563	916	499
1564	916	499
1565	917	498
1566	917	497
1567	918	497
1568	919	496
1569	920	496
1570	920	495
1571	921	495
1572	921	494
1573	922	493
1574	922	493
1575	923	492
1576	924	492
1577	924	491
1578	925	491
1579	925	490
1580	926	489
1581	927	489
1582	927	488
1583	928	488
1584	928	487
1585	929	486
1586	929	486
1587	930	485
1588	931	485
1589	931	484
1590	932	483
1591	932	483
1592	933	482
1593	933	482
1594	934	481
1595	935	481
1596	935	480
1597	936	479
1598	937	479
1599	937	478
1600	938	478
1601	938	477
1602	939	476
1603	939	476
1604	940	475
1605	940	475
1606	941	474
1607	942	474
1608	942	473
1609	943	472
1610	943	472
1611	944	471
1612	944	470
1613	945	470
1614	946	469
1615	946	469
1616	947	468
1617	947	468
1618	948	467
1619	948	466
1620	949	466
1621	950	465
1622	950	465
1623	951	464
1624	951	463
1625	952	463
1626	953	462
1627	953	462
1628	954	461
1629	954	461
1630	955	460
1631	955	459
1632	956	459
1633	956	458
1634	957	457
1635	958	457
1636	958	456
1637	959	456
1638	959	455
1639	960	455
1640	960	454
1641	961	453
1642	962	453
1643	962	452
1644	963	452
1645	963	451
1646	964	450
1647	965	450
1648	965	449
1649	966	449
1650	966	448
1651	967	447
1652	967	447
1653	968	446
1654	969	446
1655	969	445
1656	970	445
1657	971	444
1658	971	443
1659	972	443
1660	972	442
1661	973	442
1662	974	441
1663	974	441
1664	975	440
1665	975	439
1666	976	439
1667	977	438
1668	977	438
1669	978	437
1670	978	437
1671	979	436
1672	980	435
1673	980	435
1674	981	434
1675	982	434
1676	982	433
1677	983	433
1678	983	432
1679	984	431
1680	985	431
1681	985	430
1682	986	430
1683	986	429
1684	987	428
1685	987	428
1686	988	427
1687	989	427
1688	989	426
1689	990	425
1690	990	425
1691	991	424
1692	991	424
1693	992	423
1694	993	423
1695	993	422
1696	994	421
1697	994	421
1698	995	420
1699	996	420
1700	996	419
1701	997	418
1702	997	418
1703	998	417
1704	998	417
1705	999	416
1706	1000	415
1707	1000	415
1708	1001	414
1709	1001	414
1710	1002	413
1711	1002	412
1712	1003	412
1713	1004	411
1714	1004	411
1715	1005	410
1716	1005	410
1717	1006	409
1718	1007	408
1719	1007	408
1720	1008	407
1721	1008	407
1722	1009	406
1723	1009	405
1724	1010	405
1725	1011	404
1726	1011	404
1727	1012	403
1728	1013	403
1729	1013	402
1730	1014	401
1731	1015	401
1732	1015	400
1733	1016	400
1734	1016	399
1735	1017	399
1736	1018	398
1737	1018	398
1738	1019	397
1739	1019	396
1740	1020	396
1741	1020	395
1742	1021	395
1743	1022	394
1744	1023	393
1745	1023	393
1746	1024	392
1747	1024	392
1748	1025	391
1749	1026	391
1750	1026	390
1751	1027	389
1752	1028	389
1753	1028	388
1754	1029	388
1755	1029	387
1756	1030	387
1757	1031	386
1758	1031	385
1759	1032	385
1760	1032	384
1761	1033	384
1762	1033	383
1763	1034	382
1764	1034	382
1765	1035	381
1766	1036	381
1767	1036	380
1768	1037	379
1769	1037	379
1770	1038	378
1771	1039	378
1772	1039	377
1773	1040	377
1774	1040	376
1775	1041	375
1776	1041	375
1777	1042	374
1778	1043	374
1779	1043	373
1780	1044	372
1781	1044	372
1782	1045	371
1783	1046	371
1784	1046	370
1785	1047	370
1786	1047	369
1787	1048	368
1788	1049	368
1789	1049	367
1790	1050	367
1791	1051	366
1792	1051	366
1793	1052	365
1794	1052	364
1795	1053	364
1796	1054	363
1797	1054	363
1798	1055	362
1799	1056	361
1800	1056	361
1801	1057	360
1802	1057	360
1803	1058	359
1804	1059	359
1805	1059	358
1806	1060	357
1807	1061	357
1808	1061	356
1809	1062	356
1810	1063	355
1811	1063	355
1812	1064	354
1813	1064	353
1814	1065	353
1815	1065	352
1816	1066	352
1817	1066	351
1818	1067	350
1819	1068	350
1820	1068	349
1821	1069	349
1822	1070	348
1823	1070	348
1824	1071	347
1825	1071	346
1826	1072	346
1827	1073	345
1828	1074	345
1829	1075	345
1830	1076	344
1831	1076	343
1832	1077	343
1833	1078	342
1834	1078	342
1835	1079	341
1836	1079	340
1837	1080	340
1838	1080	339
1839	1081	339
1840	1082	338
1841	1082	337
1842	1083	337
1843	1084	336
1844	1084	336
1845	1085	335
1846	1085	335
1847	1086	334
1848	1087	333
1849	1087	333
1850	1088	332
1851	1088	332
1852	1089	331
1853	1090	331
1854	1090	330
1855	1091	329
1856	1091	329
1857	1092	328
1858	1093	328
1859	1093	327
1860	1094	327
1861	1095	326
1862	1095	325
1863	1096	325
1864	1097	324
1865	1097	324
1866	1098	323
1867	1098	322
1868	1099	322
1869	1099	321
1870	1100	321
1871	1100	320
1872	1101	319
1873	1101	319
1874	1102	318
1875	1103	318
1876	1103	317
1877	1104	316
1878	1105	316
1879	1105	315
1880	1106	315
1881	1106	314
1882	1107	314
1883	1107	313
1884	1108	312
1885	1109	312
1886	1109	311
1887	1110	311
1888	1110	310
1889	1111	309
1890	1112	309
1891	1112	308
1892	1113	308
1893	1113	307
1894	1114	306
1895	1115	306
1896	1115	305
1897	1116	305
1898	1116	304
1899	1117	304
1900	1118	303
1901	1118	302
1902	1119	302
1903	1120	301
1904	1120	301
1905	1121	300
1906	1122	300
1907	1122	299
1908	1123	298
1909	1123	298
1910	1124	297
1911	1124	297
1912	1125	296
1913	1126	295
1914	1126	295
1915	1127	294
1916	1128	294
1917	1128	293
1918	1129	293
1919	1129	292
1920	1130	291
1921	1130	291
1922	1131	290
1923	1132	290
1924	1132	289
1925	1133	288
1926	1133	288
1927	1134	287
1928	1134	287
1929	1135	286
1930	1135	285
1931	1136	285
1932	1137	284
1933	1137	284
1934	1138	283
1935	1138	282
1936	1139	282
1937	1139	281
1938	1140	281
1939	1141	280
1940	1141	279
1941	1142	279
1942	1142	278
1943	1143	278
1944	1143	277
1945	1144	277
1946	1145	276
1947	1145	275
1948	1146	275
1949	1146	274
1950	1147	274
1951	1148	273
1952	1148	272
1953	1149	272
1954	1149	271
1955	1150	271
1956	1150	270
1957	1151	269
1958	1151	269
1959	1152	268
1960	1153	268
1961	1153	267
1962	1154	266
1963	1154	266
1964	1155	265
1965	1156	265
1966	1156	264
1967	1157	264
1968	1157	263
1969	1158	262
1970	1158	262
1971	1159	261
1972	1159	261
1973	1160	260
1974	1160	259
1975	1161	259
1976	1162	258
1977	1162	258
1978	1163	257
1979	1163	256
1980	1164	256
1981	1165	255
1982	1165	255
1983	1166	254
1984	1166	253
1985	1167	253
1986	1167	252
1987	1168	252
1988	1168	251
1989	1169	250
1990	1169	250
1991	1170	249
1992	1171	249
1993	1171	248
1994	1172	247
1995	1172	247
1996	1173	246
1997	1173	246
