iter	RMSE
225	32772.89848
226	32717.38506
227	32665.76772
228	32613.96444
229	32548.4528
230	32467.75059
231	32383.45473
232	32331.10551
233	32282.26815
234	32199.23738
235	32153.16627
236	32104.61214
237	32062.61727
238	32005.80137
239	31951.48353
240	31908.3033
241	31863.76411
242	31792.34705
243	31743.8714
244	31667.88658
245	31611.31732
246	31553.87289
247	31506.30249
248	31467.59705
249	31421.23854
250	31352.33706
251	31300.0096
252	31267.59797
253	31229.86652
254	31181.30943
255	31133.98465
256	31084.96797
257	31044.04864
258	30993.62937
259	30944.66872
260	30885.30774
261	30825.03717
262	30782.62892
263	30748.58893
264	30707.00471
265	30669.03915
266	30624.22459
267	30593.73316
268	30561.89721
269	30515.12658
270	30492.86773
271	30458.8686
272	30401.82304
273	30366.37555
274	30330.31849
275	30285.7344
276	30248.95146
277	30218.17433
278	30184.76925
279	30143.48023
280	30101.01839
281	30063.66865
282	30034.10608
283	29990.31423
284	29961.07391
285	29919.81316
286	29869.5357
287	29835.72958
288	29802.58613
289	29765.89883
290	29713.80865
291	29685.69889
292	29623.29687
293	29582.05099
294	29522.53594
295	29459.68114
296	29411.8858
297	29380.16685
298	29344.33431
299	29316.76896
300	29287.19433
301	29244.80967
302	29208.84923
303	29172.64438
304	29143.66765
305	29119.46441
306	29070.83861
307	29018.90248
308	28983.31144
309	28955.39632
310	28926.9262
311	28897.73837
312	28869.76537
313	28844.66473
314	28799.52642
315	28773.75097
316	28741.27474
317	28711.7152
318	28678.13421
319	28637.35101
320	28592.13566
321	28565.98816
322	28527.79258
323	28507.46409
324	28469.84512
325	28437.48709
326	28407.31159
327	28364.72633
328	28328.81857
329	28302.5153
330	28264.91537
331	28224.18026
332	28196.98135
333	28171.38266
334	28150.05045
335	28120.12073
336	28091.77142
337	28043.04514
338	28015.52303
339	27989.15126
340	27960.23095
341	27936.49296
342	27902.80224
343	27865.93849
344	27829.1516
345	27796.81579
346	27756.07556
347	27730.02803
348	27704.33388
349	27667.68115
350	27648.76282
351	27621.90891
352	27586.74649
353	27560.78802
354	27519.98928
355	27491.56463
356	27476.17633
357	27444.04406
358	27405.30879
359	27384.13483
360	27357.26661
361	27337.10711
362	27296.68138
363	27248.08743
364	27231.3193
365	27202.3196
366	27175.60608
367	27153.08566
368	27125.04676
369	27105.67652
370	27074.31073
371	27051.42875
372	27025.5807
373	26987.07865
374	26956.48106
375	26932.25647
376	26911.17014
377	26893.15125
378	26862.8596
379	26845.51957
380	26807.35461
381	26775.81049
382	26741.6116
383	26702.08506
384	26681.00913
385	26656.22144
386	26633.6392
387	26605.63771
388	26583.9833
389	26560.18545
390	26540.56408
391	26519.36353
392	26496.08984
393	26470.33807
394	26445.67501
395	26424.21756
396	26390.4383
397	26366.60278
398	26349.19444
399	26323.0316
400	26289.98218
401	26269.54544
402	26247.32002
403	26226.90121
404	26211.3549
405	26182.83581
406	26159.2539
407	26144.8775
408	26129.75303
409	26103.51869
410	26078.28803
411	26048.15032
412	26017.75477
413	25995.84396
414	25973.08615
415	25949.08329
416	25922.861
417	25894.52328
418	25874.9443
419	25840.01882
420	25813.28276
421	25787.62639
422	25766.56979
423	25748.11464
424	25726.27337
425	25708.47411
426	25683.76583
427	25669.97396
428	25650.04118
429	25627.21214
430	25611.18381
431	25592.96414
432	25575.01876
433	25553.82844
434	25529.06374
435	25500.66659
436	25486.3909
437	25464.076
438	25443.42559
439	25430.30937
440	25405.26503
441	25379.77732
442	25360.4041
443	25339.96461
444	25325.97942
445	25291.7115
446	25277.26758
447	25259.1748
448	25249.59294
449	25221.35051
450	25204.7476
451	25192.18827
452	25175.85497
453	25152.02141
454	25126.02274
455	25107.50029
456	25090.23412
457	25070.34443
458	25046.91068
459	25030.14395
460	25011.20529
461	24987.12301
462	24971.82961
463	24951.71053
464	24938.84673
465	24905.21933
466	24883.1374
467	24862.53957
468	24849.00657
469	24821.85758
470	24809.81594
471	24789.50023
472	24779.58876
473	24750.14509
474	24735.98222
475	24717.49709
476	24698.73419
477	24671.49484
478	24662.20886
479	24646.82177
480	24626.05712
481	24605.46799
482	24589.17756
483	24567.82201
484	24549.76108
485	24535.16756
486	24513.78996
487	24492.25125
488	24482.00269
489	24455.69578
490	24438.55093
491	24420.11583
492	24399.66756
493	24388.96846
494	24371.72478
495	24357.89504
496	24343.78169
497	24329.74221
498	24312.61323
499	24292.8537
500	24270.44147
501	24258.1399
502	24244.12442
503	24229.75301
504	24213.97234
505	24182.28841
506	24170.81912
507	24149.1072
508	24137.09594
509	24116.14406
510	24101.14897
511	24088.03052
512	24071.27969
513	24055.20326
514	24040.83032
515	24019.57391
516	24007.29974
517	23995.84994
518	23984.24187
519	23968.44153
520	23957.20589
521	23938.67373
522	23919.19474
523	23906.34792
524	23886.40279
525	23867.69653
526	23851.74793
527	23842.99521
528	23813.2211
529	23803.35204
530	23793.55347
531	23778.14229
532	23757.42859
533	23748.31207
534	23738.01662
535	23729.2428
536	23709.51507
537	23684.97646
538	23672.91769
539	23665.04291
540	23652.70343
541	23638.24597
542	23625.65188
543	23603.15593
544	23591.37924
545	23577.76884
546	23564.11384
547	23551.96702
548	23536.2623
549	23524.50741
550	23508.41188
551	23495.81784
552	23491.53866
553	23471.90031
554	23454.24887
555	23442.69086
556	23429.14321
557	23410.52239
558	23392.00731
559	23374.10825
560	23356.62066
561	23343.1147
562	23332.4104
563	23322.91579
564	23307.21483
565	23296.73877
566	23283.35403
567	23274.2084
568	23262.6049
569	23253.07475
570	23244.60342
571	23237.38093
572	23223.1672
573	23208.09243
574	23184.54368
575	23168.87067
576	23146.29298
577	23135.91477
578	23124.38875
579	23102.20271
580	23084.95683
581	23072.67685
582	23061.03722
583	23052.88249
584	23043.24394
585	23031.29743
586	23016.35641
587	23001.8242
588	22985.45059
589	22974.44112
590	22960.60018
591	22948.28921
592	22924.87691
593	22912.53012
594	22901.98778
595	22881.64299
596	22869.60572
597	22862.46417
598	22843.08203
599	22825.81135
600	22814.51012
601	22802.52703
602	22796.81765
603	22786.05236
604	22769.59228
605	22758.52737
606	22746.87099
607	22727.3877
608	22717.68962
609	22709.01567
610	22693.30513
611	22680.64921
612	22666.58241
613	22656.41264
614	22646.93134
615	22638.52788
616	22629.11139
617	22612.80997
618	22601.15159
619	22589.01494
620	22582.73676
621	22566.88925
622	22546.41983
623	22535.69662
624	22520.31402
625	22509.393
626	22494.66776
627	22487.25229
628	22470.2005
629	22454.90292
630	22449.36568
631	22437.88864
632	22430.69268
633	22422.94498
634	22411.63678
635	22401.9107
636	22392.42076
637	22367.35198
638	22350.00958
639	22332.70939
640	22321.43986
641	22311.61721
642	22296.9053
643	22286.04856
644	22275.79676
645	22270.09101
646	22258.87429
647	22251.3289
648	22241.07593
649	22233.24473
650	22222.62324
651	22198.6861
652	22190.85165
653	22182.85789
654	22160.84985
655	22142.05811
656	22131.44175
657	22123.60663
658	22112.09802
659	22104.94955
660	22093.88191
661	22086.00052
662	22062.3926
663	22048.28353
664	22042.70777
665	22023.69902
666	22015.88426
667	22011.06763
668	22003.27883
669	21996.43127
670	21989.00147
671	21976.76955
672	21958.60231
673	21948.31184
674	21937.30161
675	21927.80451
676	21914.80847
677	21901.12368
678	21890.98569
679	21877.4539
680	21869.03495
681	21856.6189
682	21841.28153
683	21831.89361
684	21824.25879
685	21818.55091
686	21805.49964
687	21799.43823
688	21789.9314
689	21785.63315
690	21772.79572
691	21760.81058
692	21747.80896
693	21738.87826
694	21730.15909
695	21721.34132
696	21715.44836
697	21707.86284
698	21701.81497
699	21693.6548
700	21688.00019
701	21682.27869
702	21666.94978
703	21654.0703
704	21645.25639
705	21632.86579
706	21624.84752
707	21614.28711
708	21598.4728
709	21592.7814
710	21588.19026
711	21581.10015
712	21567.13064
713	21556.05052
714	21547.85862
715	21544.77834
716	21535.37419
717	21523.96671
718	21511.67827
719	21498.20338
720	21487.54865
721	21483.10422
722	21474.65619
723	21454.92874
724	21446.63127
725	21432.66313
726	21426.68685
727	21414.29235
728	21404.41877
729	21393.75051
730	21382.89722
731	21369.06679
732	21362.22858
733	21356.04573
734	21341.96358
735	21326.57283
736	21307.93694
737	21300.18893
738	21288.02433
739	21278.32498
740	21266.74984
741	21259.51766
742	21254.57063
743	21242.91639
744	21238.06876
745	21229.13861
746	21222.10226
747	21216.50317
748	21210.86518
749	21205.17905
750	21199.31556
751	21194.67579
752	21186.45467
753	21169.85723
754	21162.48327
755	21144.86126
756	21133.28133
757	21124.05962
758	21107.33016
759	21098.6135
760	21089.45295
761	21085.69195
762	21081.41811
763	21067.6231
764	21059.95069
765	21055.16425
766	21041.66957
767	21035.56714
768	21028.49148
769	21023.79536
770	21008.00908
771	21002.00363
772	20996.84034
773	20990.45418
774	20976.27361
775	20963.84209
776	20955.71863
777	20945.67956
778	20934.64309
779	20923.36763
780	20916.90241
781	20912.5881
782	20909.42491
783	20897.5658
784	20891.76199
785	20878.92708
786	20864.95472
787	20862.82932
788	20847.97394
789	20837.68707
790	20827.8103
791	20816.3968
792	20810.06521
793	20796.03017
794	20784.37493
795	20775.10387
796	20770.6714
797	20765.16678
798	20752.64561
799	20743.69263
800	20739.0874
801	20728.0396
802	20720.50493
803	20710.0862
804	20702.70022
805	20698.94787
806	20689.23352
807	20674.47155
808	20658.55371
809	20652.63467
810	20649.18125
811	20634.63755
812	20621.40513
813	20617.59155
814	20608.88863
815	20605.89343
816	20598.73373
817	20593.24108
818	20582.74296
819	20578.83703
820	20567.14255
821	20561.58667
822	20547.50311
823	20539.19788
824	20533.48497
825	20530.45084
826	20515.70532
827	20505.58853
828	20491.90467
829	20483.15585
830	20474.91076
831	20465.81327
832	20461.68791
833	20458.22124
834	20455.25659
835	20447.63464
836	20432.31445
837	20421.35898
838	20409.86327
839	20405.80012
840	20396.39838
841	20393.07562
842	20382.33222
843	20373.30354
844	20369.23929
845	20352.17916
846	20339.29683
847	20332.36663
848	20321.94323
849	20312.84642
850	20303.82664
851	20296.98025
852	20293.59932
853	20283.12647
854	20279.97812
855	20270.57075
856	20256.66225
857	20245.15259
858	20232.94363
859	20223.63422
860	20218.12724
861	20215.28068
862	20206.4978
863	20196.16101
864	20181.61936
865	20164.30229
866	20156.92523
867	20149.56278
868	20139.44864
869	20127.80229
870	20118.50852
871	20114.02232
872	20104.96209
873	20095.89708
874	20088.46846
875	20077.86957
876	20066.88818
877	20059.9007
878	20054.66809
879	20049.94274
880	20044.77265
881	20033.79295
882	20027.35415
883	20019.25692
884	20016.25645
885	20010.18852
886	20006.15111
887	20003.31412
888	19999.82601
889	19996.30372
890	19990.48467
891	19985.31432
892	19977.32321
893	19972.50665
894	19960.95998
895	19957.51756
896	19947.5594
897	19935.45365
898	19931.20567
899	19917.69824
900	19913.78383
901	19906.871
902	19903.59713
903	19892.36078
904	19888.65928
905	19881.50395
906	19878.3018
907	19870.63902
908	19865.97428
909	19857.83314
910	19849.49783
911	19846.11777
912	19841.12473
913	19836.03743
914	19832.87918
915	19828.4169
916	19819.65245
917	19814.77117
918	19807.00922
919	19802.18016
920	19798.16292
921	19791.75582
922	19783.33894
923	19777.67237
924	19769.60465
925	19764.98958
926	19758.2357
927	19753.72483
928	19745.07218
929	19735.10987
930	19727.02014
931	19720.10929
932	19711.73115
933	19700.8735
934	19693.37302
935	19690.40773
936	19678.84841
937	19671.52076
938	19665.54601
939	19662.51012
940	19654.43299
941	19651.47992
942	19646.06067
943	19635.03448
944	19625.47705
945	19618.01738
946	19612.58165
947	19605.81588
948	19596.01206
949	19587.301
950	19581.12468
951	19571.16831
952	19567.06855
953	19557.70493
954	19552.93093
955	19545.73884
956	19533.78008
957	19529.3486
958	19521.63481
959	19518.74387
960	19512.67859
961	19505.88842
962	19501.96007
963	19494.51022
964	19488.0767
965	19480.99762
966	19472.09679
967	19466.96674
968	19462.94216
969	19450.59969
970	19446.95057
971	19441.79916
972	19429.89759
973	19418.39911
974	19413.11068
975	19404.45833
976	19395.80944
977	19385.70627
978	19379.21396
979	19370.868
980	19363.11309
981	19360.41501
982	19354.07364
983	19342.07902
984	19336.30008
985	19331.51189
986	19329.24238
987	19325.20774
988	19317.64004
989	19313.17281
990	19307.72543
991	19300.67208
992	19291.51287
993	19282.02873
994	19269.48396
995	19262.3313
996	19255.69788
997	19249.69702
998	19243.82496
999	19236.40173
1000	19226.9558
1001	19221.58237
1002	19210.99659
1003	19205.15564
1004	19195.96545
1005	19193.88558
1006	19190.08226
1007	19185.38391
1008	19181.42888
1009	19175.40193
1010	19172.36071
1011	19164.78044
1012	19156.30022
1013	19152.66478
1014	19149.30657
1015	19138.69229
1016	19133.43185
1017	19127.72735
1018	19121.82655
1019	19118.28113
1020	19112.48147
1021	19108.93109
1022	19102.72854
1023	19098.14927
1024	19087.83395
1025	19081.92677
1026	19077.97956
1027	19072.87423
1028	19067.40143
1029	19055.60073
1030	19051.78361
1031	19047.01684
1032	19043.24769
1033	19032.00969
1034	19024.82203
1035	19017.87834
1036	19009.9243
1037	19002.94411
1038	18997.79578
1039	18992.54791
1040	18986.54742
1041	18979.49314
1042	18976.26869
1043	18968.60036
1044	18965.07189
1045	18957.74849
1046	18948.10342
1047	18940.35387
1048	18934.26131
1049	18922.96293
1050	18917.00129
1051	18912.13064
1052	18907.67482
1053	18899.65047
1054	18896.67075
1055	18888.7836
1056	18883.62567
1057	18874.09904
1058	18869.10385
1059	18863.41086
1060	18859.04495
1061	18851.80645
1062	18845.42311
1063	18840.74423
1064	18835.88246
1065	18829.59251
1066	18825.65525
1067	18819.26321
1068	18813.91272
1069	18808.1854
1070	18805.1262
1071	18798.41546
1072	18793.81824
1073	18786.00179
1074	18781.13467
1075	18772.58611
1076	18768.69679
1077	18763.7508
1078	18757.47331
1079	18752.36333
1080	18747.41206
1081	18742.78318
1082	18739.51909
1083	18731.86387
1084	18725.77085
1085	18720.96286
1086	18714.42903
1087	18707.17246
1088	18701.42891
1089	18696.23903
1090	18690.30674
1091	18681.53407
1092	18676.5355
1093	18671.38504
1094	18667.60683
1095	18663.55005
1096	18658.60592
1097	18654.9144
1098	18648.38157
1099	18644.54576
1100	18635.9159
1101	18628.90671
1102	18623.92338
1103	18621.09672
1104	18617.77955
1105	18611.21347
1106	18606.29133
1107	18599.91173
1108	18596.86053
1109	18590.53865
1110	18587.1315
1111	18583.51548
1112	18577.21337
1113	18572.89266
1114	18562.97227
1115	18560.26351
1116	18554.64184
1117	18549.5767
1118	18546.25574
1119	18541.84495
1120	18535.14552
1121	18530.69682
1122	18527.65227
1123	18519.39905
1124	18510.01332
1125	18504.47243
1126	18499.57671
1127	18494.76593
1128	18490.32253
1129	18486.49488
1130	18479.56301
1131	18475.20041
1132	18464.7997
1133	18459.55639
1134	18455.257
1135	18450.84992
1136	18444.85751
1137	18438.97553
1138	18436.09314
1139	18431.13668
1140	18423.96505
1141	18419.14435
1142	18415.56963
1143	18412.60567
1144	18406.62906
1145	18403.65383
1146	18397.77581
1147	18393.38863
1148	18387.14509
1149	18382.46467
1150	18380.76077
1151	18376.64322
1152	18373.80967
1153	18366.13266
1154	18361.87493
1155	18358.46533
1156	18351.88981
1157	18348.835
1158	18345.2232
1159	18336.6353
1160	18333.66387
1161	18327.63926
1162	18320.89531
1163	18312.01643
1164	18308.04391
1165	18301.349
1166	18295.51028
1167	18289.66876
1168	18284.14312
1169	18279.19679
1170	18270.75054
1171	18265.2807
1172	18260.92521
1173	18255.44546
1174	18252.58118
1175	18248.27456
1176	18245.71951
1177	18240.10514
1178	18235.9866
1179	18233.10594
1180	18226.95088
1181	18223.26966
1182	18219.43685
1183	18213.05579
1184	18208.7703
1185	18203.27931
1186	18193.44673
1187	18186.99619
1188	18183.06949
1189	18178.02287
1190	18174.53284
1191	18171.48401
1192	18166.5658
1193	18163.70682
1194	18158.38052
1195	18151.22484
1196	18144.34076
1197	18140.33228
1198	18135.33231
1199	18131.38482
1200	18125.85392
1201	18121.03724
1202	18114.3507
1203	18110.31169
1204	18105.73483
1205	18102.5724
1206	18097.06752
1207	18094.27884
1208	18088.59507
1209	18084.78483
1210	18079.90137
1211	18075.75286
1212	18072.70253
1213	18069.60362
1214	18064.8397
1215	18058.6439
1216	18053.96769
1217	18048.00656
1218	18045.45296
1219	18042.0372
1220	18037.51022
1221	18030.57943
1222	18026.86458
1223	18023.90137
1224	18018.52532
1225	18016.00745
1226	18013.51479
1227	18008.19984
1228	18002.83427
1229	17998.44362
1230	17991.67045
1231	17988.51725
1232	17984.98344
1233	17981.66083
1234	17975.76291
1235	17972.89553
1236	17966.95014
1237	17957.76782
1238	17954.94335
1239	17949.27427
1240	17944.73105
1241	17938.40461
1242	17934.99631
1243	17932.46501
1244	17928.76089
1245	17926.2322
1246	17920.6329
1247	17918.20701
1248	17915.48469
1249	17910.78089
1250	17905.2804
1251	17902.59127
1252	17898.91194
1253	17894.64839
1254	17891.06628
1255	17885.59473
1256	17882.09304
1257	17880.04962
1258	17876.14774
1259	17871.76592
1260	17864.98325
1261	17860.55148
1262	17857.95063
1263	17854.50154
1264	17849.19214
1265	17845.40539
1266	17840.95582
1267	17833.02077
1268	17830.08356
1269	17825.29847
1270	17819.81419
1271	17814.24906
1272	17810.12922
1273	17805.96556
1274	17800.41755
1275	17798.0244
1276	17794.67605
1277	17789.42695
1278	17785.57183
1279	17780.60117
1280	17776.28325
1281	17772.26484
1282	17768.05353
1283	17763.01241
1284	17758.47752
1285	17752.15527
1286	17747.2842
1287	17740.2455
1288	17735.75537
1289	17726.73158
1290	17724.17424
1291	17718.05877
1292	17713.92157
1293	17709.24249
1294	17702.76201
1295	17699.04552
1296	17696.55689
1297	17693.2359
1298	17691.09398
1299	17686.60031
1300	17684.31728
1301	17679.49423
1302	17674.22879
1303	17668.0156
1304	17663.32381
1305	17659.45973
1306	17655.53023
1307	17652.77148
1308	17649.49333
1309	17646.91536
1310	17641.70107
1311	17636.84407
1312	17631.8647
1313	17628.73679
1314	17623.62685
1315	17618.08803
1316	17612.92961
1317	17608.56482
1318	17606.37546
1319	17600.34151
1320	17595.8238
1321	17593.52873
1322	17588.74575
1323	17585.6467
1324	17580.54559
1325	17576.69265
1326	17573.78118
1327	17570.37232
1328	17567.55045
1329	17561.48003
1330	17558.64987
1331	17552.73736
1332	17549.33309
1333	17547.15602
1334	17544.37453
1335	17540.53285
1336	17534.05467
1337	17529.17117
1338	17525.19369
1339	17520.20563
1340	17513.85644
1341	17511.9717
1342	17509.64744
1343	17506.30511
1344	17500.89172
1345	17497.3077
1346	17494.7839
1347	17492.47767
1348	17489.57287
1349	17484.56309
1350	17481.69385
1351	17478.77313
1352	17475.99019
1353	17470.32716
1354	17465.61687
1355	17460.94303
1356	17458.55707
1357	17455.57924
1358	17453.27024
1359	17449.56246
1360	17445.57328
1361	17444.02873
1362	17440.37878
1363	17434.73068
1364	17432.65551
1365	17427.97933
1366	17423.15063
1367	17418.50315
1368	17416.15256
1369	17410.48585
1370	17403.35983
1371	17398.61517
1372	17396.57642
1373	17392.19082
1374	17389.13203
1375	17387.00933
1376	17384.76175
1377	17381.33963
1378	17376.60595
1379	17373.38656
1380	17368.95992
1381	17365.57755
1382	17362.21698
1383	17358.17874
1384	17354.57495
1385	17350.27573
1386	17346.48028
1387	17342.96743
1388	17338.84504
1389	17334.18842
1390	17330.42234
1391	17326.64156
1392	17320.15293
1393	17317.42372
1394	17313.71813
1395	17307.37469
1396	17303.88248
1397	17301.62357
1398	17295.93212
1399	17292.51159
1400	17288.37808
1401	17283.92975
1402	17281.67754
1403	17279.70383
1404	17277.25427
1405	17273.64527
1406	17272.25599
1407	17269.19384
1408	17264.34504
1409	17258.07925
1410	17252.46299
1411	17246.43289
1412	17240.77715
1413	17237.03098
1414	17232.97964
1415	17231.1625
1416	17227.51782
1417	17224.87749
1418	17222.44142
1419	17216.37687
1420	17208.68903
1421	17205.39383
1422	17203.01095
1423	17198.69754
1424	17193.88378
1425	17189.37975
1426	17185.80886
1427	17182.22396
1428	17178.81844
1429	17173.43787
1430	17169.99683
1431	17166.27565
1432	17164.13873
1433	17158.34538
1434	17154.36775
1435	17147.97802
1436	17143.11634
1437	17137.8432
1438	17134.31099
1439	17132.28222
1440	17125.49116
1441	17123.51984
1442	17119.91761
1443	17113.6098
1444	17111.16712
1445	17107.51245
1446	17103.34515
1447	17098.97005
1448	17097.57629
1449	17091.39971
1450	17088.20514
1451	17085.25907
1452	17082.0013
1453	17080.24497
1454	17077.36654
1455	17071.02339
1456	17066.85656
1457	17064.22084
1458	17057.58562
1459	17052.55745
1460	17049.1405
1461	17047.36379
1462	17043.50889
1463	17037.053
1464	17032.98878
1465	17030.38788
1466	17028.21269
1467	17023.73316
1468	17021.45506
1469	17017.45479
1470	17014.80333
1471	17009.90227
1472	17006.78513
1473	17003.34666
1474	16997.51911
1475	16992.99129
1476	16991.03387
1477	16988.6133
1478	16986.26828
1479	16983.95379
1480	16978.81409
1481	16975.64675
1482	16972.29776
1483	16970.17087
1484	16963.74525
1485	16959.53902
1486	16958.24632
1487	16951.29329
1488	16946.82391
1489	16944.8043
1490	16942.20759
1491	16939.69104
1492	16934.07474
1493	16930.63233
1494	16926.60138
1495	16921.31693
1496	16916.63542
1497	16912.53721
1498	16909.58785
1499	16903.60107
1500	16901.81852
1501	16900.33588
1502	16896.8626
1503	16893.80702
1504	16890.68222
1505	16885.68723
1506	16881.14762
1507	16876.92336
1508	16874.16223
1509	16871.40323
1510	16865.53006
1511	16861.56369
1512	16856.69113
1513	16854.25637
1514	16849.60459
1515	16845.30434
1516	16840.65822
1517	16835.68101
1518	16830.89229
1519	16829.6457
1520	16826.44574
1521	16822.0017
1522	16818.73023
1523	16814.68242
1524	16810.3164
1525	16805.72944
1526	16802.59954
1527	16799.41647
1528	16796.25048
1529	16791.48076
1530	16788.85599
1531	16785.17725
1532	16782.95412
1533	16781.42052
1534	16777.27153
1535	16773.79823
1536	16769.80461
1537	16765.13631
1538	16760.74005
1539	16757.19947
1540	16754.34279
1541	16749.82388
1542	16746.1039
1543	16742.85396
1544	16739.63591
1545	16735.63233
1546	16729.36998
1547	16724.38681
1548	16720.23535
1549	16717.30316
1550	16715.20936
1551	16712.22799
1552	16706.45805
1553	16701.81891
1554	16699.99962
1555	16693.99496
1556	16692.41357
1557	16688.32829
1558	16684.74041
1559	16678.43709
1560	16674.87515
1561	16671.33985
1562	16667.97029
1563	16666.11843
1564	16663.32033
1565	16661.00288
1566	16657.28831
1567	16654.10991
1568	16650.21241
1569	16648.3425
1570	16645.5607
1571	16642.52765
1572	16638.84962
1573	16636.65917
1574	16632.72946
1575	16626.93945
1576	16621.57008
1577	16618.2121
1578	16616.50643
1579	16613.23248
1580	16608.69116
1581	16606.64584
1582	16604.38511
1583	16600.32685
1584	16598.51595
1585	16591.19099
1586	16588.40354
1587	16585.54445
1588	16579.77426
1589	16576.32151
1590	16573.10433
1591	16568.15807
1592	16564.06491
1593	16560.19933
1594	16554.6211
1595	16551.30355
1596	16548.54253
1597	16544.95436
1598	16540.0929
1599	16538.558
1600	16534.49565
1601	16532.63525
1602	16529.97781
1603	16523.55315
1604	16517.87901
1605	16516.23326
1606	16512.46862
1607	16507.13169
1608	16504.78658
1609	16501.10829
1610	16497.15831
1611	16489.98181
1612	16484.68749
1613	16479.25474
1614	16474.72022
1615	16472.24351
1616	16469.53335
1617	16467.69521
1618	16465.9371
1619	16462.78321
1620	16459.30412
1621	16455.91958
1622	16450.73732
1623	16447.82426
1624	16443.96656
1625	16441.26579
1626	16437.43282
1627	16430.66743
1628	16426.76576
1629	16422.25149
1630	16418.5951
1631	16414.75728
1632	16410.52881
1633	16405.61373
1634	16401.86264
1635	16394.14536
1636	16391.56947
1637	16387.39271
1638	16385.69131
1639	16383.54298
1640	16381.66749
1641	16377.37374
1642	16374.76545
1643	16371.58288
1644	16368.62758
1645	16365.31394
1646	16360.77204
1647	16358.31448
1648	16356.22036
1649	16351.85923
1650	16349.7875
1651	16348.02909
1652	16345.72876
1653	16343.11905
1654	16340.7083
1655	16337.04692
1656	16334.21409
1657	16332.21438
1658	16328.65683
1659	16324.3993
1660	16319.83558
1661	16313.72131
1662	16311.96295
1663	16306.08021
1664	16298.6147
1665	16295.47817
