iter	RMSE
1666	16291.29841
1667	16287.41087
1668	16283.88073
1669	16281.72663
1670	16278.90469
1671	16275.38853
1672	16273.89924
1673	16270.35737
1674	16268.33208
1675	16264.72317
1676	16260.98375
1677	16258.5087
1678	16254.32669
1679	16252.47918
1680	16250.37232
1681	16247.22648
1682	16245.58749
1683	16243.36326
1684	16239.11277
1685	16235.69524
1686	16233.86493
1687	16231.0563
1688	16228.61277
1689	16225.17938
1690	16223.44071
1691	16219.89511
1692	16216.54194
1693	16213.03576
1694	16209.78635
1695	16207.77183
1696	16203.09727
1697	16199.53903
1698	16193.6648
1699	16189.83784
1700	16185.49367
1701	16183.11492
1702	16180.38952
1703	16177.99255
1704	16174.43204
1705	16172.77781
1706	16170.98363
1707	16169.43093
1708	16164.56857
1709	16163.06456
1710	16159.94375
1711	16156.70082
1712	16155.08467
1713	16148.82179
1714	16145.88106
1715	16140.80997
1716	16138.40743
1717	16136.09769
1718	16134.41282
1719	16128.68947
1720	16125.03667
1721	16122.76109
1722	16119.15731
1723	16116.41938
1724	16112.21881
1725	16109.91923
1726	16104.64443
1727	16101.3976
1728	16099.96293
1729	16097.25491
1730	16095.90354
1731	16094.22763
1732	16092.20607
1733	16090.1817
1734	16086.91596
1735	16084.78207
1736	16079.7917
1737	16075.93577
1738	16071.21162
1739	16069.03562
1740	16067.56053
1741	16065.60673
1742	16063.2433
1743	16059.09235
1744	16056.69773
1745	16052.30804
1746	16051.31093
1747	16048.35173
1748	16043.87575
1749	16043.14249
1750	16040.71476
1751	16037.6657
1752	16032.56631
1753	16030.24791
1754	16028.52207
1755	16025.61825
1756	16023.93683
1757	16021.58885
1758	16016.26897
1759	16013.84728
1760	16009.93913
1761	16006.92261
1762	16004.63089
1763	16000.56252
1764	15998.86723
1765	15995.32485
1766	15992.70418
1767	15991.02192
1768	15987.22756
1769	15984.19772
1770	15981.73926
1771	15979.16529
1772	15977.1152
1773	15973.8398
1774	15971.36202
1775	15969.04632
1776	15966.36669
1777	15961.38466
1778	15959.15346
1779	15957.20588
1780	15953.57438
1781	15948.85989
1782	15942.83908
1783	15938.73127
1784	15936.55487
1785	15934.17145
1786	15930.87283
1787	15928.74301
1788	15925.57798
1789	15921.55874
1790	15920.18038
1791	15917.83896
1792	15914.72193
1793	15914.28647
1794	15912.0075
1795	15910.33475
1796	15904.41467
1797	15902.44486
1798	15898.1693
1799	15896.47198
1800	15894.45691
1801	15888.59771
1802	15887.01491
1803	15885.56491
1804	15881.46796
1805	15876.6853
1806	15874.41439
1807	15872.42535
1808	15867.17258
1809	15863.96579
1810	15862.7034
1811	15861.99571
1812	15859.78105
1813	15857.92461
1814	15854.73778
1815	15851.18453
1816	15846.36145
1817	15843.52839
1818	15840.03623
1819	15838.25368
1820	15833.97715
1821	15830.64492
1822	15827.06813
1823	15825.18972
1824	15822.15416
1825	15820.34587
1826	15817.22754
1827	15814.18476
1828	15812.37484
1829	15808.47166
1830	15803.82802
1831	15800.44663
1832	15797.33164
1833	15794.4958
1834	15793.15312
1835	15790.08709
1836	15786.74685
1837	15783.21954
1838	15780.83365
1839	15778.55484
1840	15776.80324
1841	15773.84182
1842	15770.91779
1843	15769.00076
1844	15764.57741
1845	15761.54289
1846	15757.52324
1847	15756.434
1848	15754.40004
1849	15750.4236
1850	15747.76558
1851	15746.22611
1852	15742.72891
1853	15740.01713
1854	15736.78045
1855	15734.54634
1856	15732.23752
1857	15728.1129
1858	15725.20591
1859	15723.05871
1860	15719.50027
1861	15715.46214
1862	15714.09598
1863	15710.38056
1864	15708.34114
1865	15703.15982
1866	15702.74083
1867	15701.05661
1868	15698.35328
1869	15695.19836
1870	15693.36888
1871	15691.74906
1872	15690.10485
1873	15685.46329
1874	15679.90872
1875	15676.97572
1876	15675.48538
1877	15672.59129
1878	15670.58479
1879	15669.19967
1880	15665.84697
1881	15664.36563
1882	15661.01044
1883	15657.88047
1884	15656.5473
1885	15654.59525
1886	15652.99159
1887	15650.16978
1888	15646.0603
1889	15644.71079
1890	15640.76637
1891	15638.07956
1892	15636.83902
1893	15634.39517
1894	15630.77139
1895	15629.32855
1896	15628.12344
1897	15624.50402
1898	15623.55288
1899	15618.18043
1900	15614.57809
1901	15611.24096
1902	15605.98125
1903	15602.47878
1904	15600.08494
1905	15597.70745
1906	15595.57756
1907	15593.18649
1908	15590.36699
1909	15589.95412
1910	15586.69822
1911	15584.25564
1912	15582.77547
1913	15581.32552
1914	15579.45366
1915	15578.05504
1916	15575.64678
1917	15572.61031
1918	15567.29262
1919	15564.42954
1920	15562.07939
1921	15560.14382
1922	15559.74175
1923	15557.42934
1924	15552.88863
1925	15550.28949
1926	15547.50438
1927	15544.57927
1928	15543.11115
1929	15538.4461
1930	15533.62225
1931	15532.07154
1932	15525.41591
1933	15523.33143
1934	15521.14484
1935	15515.96473
1936	15514.40442
1937	15513.10358
1938	15509.90219
1939	15506.87211
1940	15504.11968
1941	15502.70251
1942	15498.47546
1943	15496.93077
1944	15495.24832
1945	15492.56734
1946	15490.9762
1947	15486.71594
1948	15485.36187
1949	15483.20607
1950	15479.82499
1951	15477.04627
1952	15475.20974
1953	15473.63963
1954	15471.2561
1955	15470.87321
1956	15469.02211
1957	15463.86383
1958	15461.94348
1959	15459.27802
1960	15454.2996
1961	15452.75087
1962	15451.433
1963	15449.73633
1964	15446.86326
1965	15443.133
1966	15438.75639
1967	15435.94975
1968	15434.23332
1969	15431.03143
1970	15428.42118
1971	15425.13946
1972	15422.47232
1973	15418.56747
1974	15416.91994
1975	15414.08673
1976	15410.79936
1977	15409.12771
1978	15406.37615
1979	15403.58423
1980	15398.27772
1981	15396.32736
1982	15395.68404
1983	15392.72497
1984	15387.91687
1985	15384.76337
1986	15382.82482
1987	15378.66604
1988	15375.32725
1989	15373.65209
1990	15371.2673
1991	15367.46589
1992	15365.63051
1993	15364.28031
1994	15362.65373
1995	15361.0312
1996	15360.63733
1997	15359.50068
1998	15356.97293
1999	15354.67774
2000	15350.96161
2001	15349.07576
2002	15346.76513
2003	15343.56747
2004	15338.8138
2005	15336.84693
2006	15330.75621
2007	15329.41648
2008	15328.32075
2009	15323.40919
2010	15320.03562
2011	15316.94244
2012	15315.12655
2013	15313.32729
2014	15312.254
2015	15308.73371
2016	15307.22952
2017	15306.43809
2018	15304.5493
2019	15303.17191
2020	15302.81554
2021	15298.52126
2022	15296.00266
2023	15292.2631
2024	15290.68497
2025	15287.76877
2026	15286.24164
2027	15283.86521
2028	15281.41983
2029	15278.76382
2030	15276.33834
2031	15275.19474
2032	15274.84476
2033	15272.38443
2034	15268.95109
2035	15266.02521
2036	15264.56139
2037	15263.09321
2038	15262.74868
2039	15259.68052
2040	15257.20139
2041	15254.45947
2042	15252.64656
2043	15251.37826
2044	15250.57882
2045	15247.17992
2046	15246.8411
2047	15245.63845
2048	15244.58
2049	15242.48557
2050	15240.96267
2051	15237.87157
2052	15233.78866
2053	15232.43899
2054	15229.56925
2055	15226.62914
2056	15223.10645
2057	15219.73697
2058	15217.34927
2059	15212.26234
2060	15206.41334
2061	15204.35947
2062	15200.61079
2063	15198.54983
2064	15197.39761
2065	15197.06528
2066	15194.68605
2067	15193.01645
2068	15189.9551
2069	15189.3611
2070	15185.78057
2071	15185.45387
2072	15182.79409
2073	15181.57019
2074	15179.05281
2075	15175.74363
2076	15174.44599
2077	15172.07108
2078	15170.01749
2079	15168.73523
2080	15164.73548
2081	15162.34936
2082	15159.75363
2083	15158.14147
2084	15155.3572
2085	15152.92971
2086	15151.74468
2087	15150.16921
2088	15145.8167
2089	15143.31619
2090	15140.65233
2091	15138.17966
2092	15135.13739
2093	15130.85302
2094	15128.22904
2095	15124.61419
2096	15124.24449
2097	15122.75864
2098	15119.74445
2099	15117.78577
2100	15115.19682
2101	15112.37287
2102	15108.72587
2103	15106.39229
2104	15106.03559
2105	15104.57346
2106	15102.50365
2107	15101.73216
2108	15098.45196
2109	15097.01398
2110	15095.08304
2111	15092.63018
2112	15089.31123
2113	15087.02646
2114	15082.63122
2115	15081.55743
2116	15080.39676
2117	15078.57023
2118	15076.03824
2119	15074.88305
2120	15073.00541
2121	15072.70298
2122	15069.00835
2123	15067.20133
2124	15066.89351
2125	15064.95772
2126	15063.20513
2127	15060.66187
2128	15056.76237
2129	15052.88435
2130	15050.7774
2131	15048.14953
2132	15046.30107
2133	15044.05891
2134	15042.42701
2135	15039.28796
2136	15036.53528
2137	15033.70992
2138	15032.20862
2139	15030.46541
2140	15028.65374
2141	15025.43486
2142	15022.57967
2143	15018.67775
2144	15016.40103
2145	15014.66766
2146	15011.35529
2147	15009.26647
2148	15006.94659
2149	15003.6152
2150	15001.44195
2151	15000.68095
2152	14997.59679
2153	14995.44963
2154	14995.14338
2155	14992.12873
2156	14991.81836
2157	14989.64148
2158	14989.30967
2159	14988.04094
2160	14985.76367
2161	14984.58885
2162	14979.29458
2163	14976.6686
2164	14972.50004
2165	14970.20946
2166	14967.47813
2167	14966.86356
2168	14964.45438
2169	14963.1728
2170	14961.79942
2171	14958.60066
2172	14955.67865
2173	14953.48567
2174	14952.14693
2175	14949.59224
2176	14945.47347
2177	14943.9795
2178	14942.09088
2179	14940.08091
2180	14937.58466
2181	14935.24969
2182	14933.29381
2183	14931.88795
2184	14928.07371
2185	14925.34566
2186	14924.44702
2187	14921.86552
2188	14919.9859
2189	14916.28891
2190	14913.81289
2191	14912.59525
2192	14910.83758
2193	14908.17524
2194	14906.6782
2195	14905.83466
2196	14904.16722
2197	14902.63141
2198	14900.88366
2199	14898.82727
2200	14897.67236
2201	14895.40073
2202	14893.18256
2203	14891.63036
2204	14890.66406
2205	14887.90062
2206	14886.35049
2207	14883.41871
2208	14882.04735
2209	14880.82952
2210	14878.50356
2211	14875.17614
2212	14873.77431
2213	14871.71013
2214	14870.06427
2215	14868.88569
2216	14863.44666
2217	14860.37924
2218	14855.6951
2219	14854.47605
2220	14851.53858
2221	14849.47158
2222	14847.2179
2223	14844.34968
2224	14842.74341
2225	14839.31542
2226	14836.62579
2227	14834.77921
2228	14831.49777
2229	14829.65629
2230	14826.27696
2231	14824.07697
2232	14819.93018
2233	14818.24554
2234	14815.82819
2235	14814.23655
2236	14813.08987
2237	14812.00958
2238	14811.7722
2239	14810.34465
2240	14807.12579
2241	14805.49845
2242	14803.99456
2243	14801.94912
2244	14796.11603
2245	14793.24885
2246	14792.9621
2247	14791.1615
2248	14787.59937
2249	14782.69931
2250	14778.8251
2251	14777.3783
2252	14775.77981
2253	14771.63315
2254	14771.11426
2255	14767.6288
2256	14763.72508
2257	14762.3869
2258	14760.13747
2259	14759.85795
2260	14756.50114
2261	14754.4143
2262	14752.47643
2263	14750.78989
2264	14747.54953
2265	14746.0648
2266	14745.78977
2267	14742.41406
2268	14739.49915
2269	14737.24499
2270	14734.72552
2271	14730.88335
2272	14727.91339
2273	14725.09171
2274	14723.20685
2275	14722.34974
2276	14719.46741
2277	14718.94977
2278	14716.88198
2279	14715.58768
2280	14713.95014
2281	14712.68349
2282	14710.51153
2283	14707.66922
2284	14706.48744
2285	14703.72661
2286	14702.42545
2287	14699.47314
2288	14696.66811
2289	14694.55891
2290	14693.39818
2291	14689.48123
2292	14686.18563
2293	14684.8808
2294	14681.03884
2295	14678.7081
2296	14674.96572
2297	14673.14395
2298	14671.50356
2299	14670.05551
2300	14669.79017
2301	14668.37639
2302	14664.10981
2303	14663.49421
2304	14659.30928
2305	14656.76362
2306	14655.29979
2307	14652.42235
2308	14650.68901
2309	14647.98021
2310	14644.51912
2311	14642.05806
2312	14639.28729
2313	14637.29591
2314	14635.37964
2315	14632.52455
2316	14631.02001
2317	14627.23678
2318	14625.30978
2319	14625.05032
2320	14621.81369
2321	14620.09731
2322	14618.08426
2323	14614.51821
2324	14612.61024
2325	14611.86975
2326	14606.81836
2327	14605.80964
2328	14603.87187
2329	14602.42999
2330	14602.17773
2331	14599.95888
2332	14598.32098
2333	14594.43401
2334	14590.97819
2335	14588.83314
2336	14585.7297
2337	14583.17266
2338	14581.55179
2339	14580.7754
2340	14578.79599
2341	14578.59382
2342	14575.58957
2343	14573.01119
2344	14571.39237
2345	14570.47855
2346	14567.79862
2347	14566.21467
2348	14565.96593
2349	14563.75236
2350	14561.84351
2351	14559.50796
2352	14557.51882
2353	14556.43612
2354	14555.54979
2355	14553.05784
2356	14550.43741
2357	14547.24768
2358	14543.16717
2359	14540.84264
2360	14537.82813
2361	14534.28193
2362	14532.99157
2363	14531.01699
2364	14530.76988
2365	14528.59589
2366	14526.23979
2367	14523.48285
2368	14523.2858
2369	14521.83236
2370	14520.72285
2371	14519.06226
2372	14518.06295
2373	14516.4992
2374	14514.40991
2375	14511.74326
2376	14510.52894
2377	14509.31445
2378	14507.08185
2379	14506.82686
2380	14504.56518
2381	14503.70555
2382	14501.68911
2383	14497.70124
2384	14496.85768
2385	14495.36163
2386	14493.16844
2387	14491.70946
2388	14488.76669
2389	14486.463
2390	14484.50716
2391	14481.91403
2392	14481.6776
2393	14479.78331
2394	14476.56117
2395	14473.77818
2396	14472.46658
2397	14470.62261
2398	14468.24843
2399	14466.73483
2400	14465.61518
2401	14462.04386
2402	14459.77911
2403	14458.72403
2404	14456.40446
2405	14453.8337
2406	14450.82327
2407	14448.68338
2408	14446.06701
2409	14442.94545
2410	14441.58109
2411	14440.49846
2412	14437.85424
2413	14437.61158
2414	14435.36662
2415	14433.91835
2416	14431.03159
